BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,MealPlan,Parking,RoomType,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus,guests,arrival_date,total_stays
1989,26,2017,10,14,Meal Plan 1,0,Room_Type 4,Offline,0,0,0,75.0,0,1,2,2017-10-14,5
1990,12,2018,8,1,Not Selected,0,Room_Type 1,Online,0,0,0,119.0,2,1,2,2018-8-1,3
1991,105,2018,10,12,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,75.0,0,0,2,2018-10-12,3
1992,212,2018,11,18,Not Selected,0,Room_Type 1,Online,0,0,0,67.5,1,0,2,2018-11-18,2
1993,141,2018,9,19,Not Selected,0,Room_Type 1,Online,0,0,0,118.8,1,0,1,2018-9-19,7
1994,65,2018,7,10,Meal Plan 1,0,Room_Type 4,Online,0,0,0,125.1,1,1,2,2018-7-10,4
1995,9,2018,9,22,Not Selected,0,Room_Type 1,Online,0,0,0,119.2,0,1,1,2018-9-22,1
1996,271,2018,9,21,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,101.33,1,0,2,2018-9-21,3
1997,58,2018,2,6,Meal Plan 1,0,Room_Type 1,Online,0,0,0,73.95,0,0,2,2018-2-6,4
1998,221,2018,8,12,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,96.0,1,1,2,2018-8-12,1
1999,151,2018,7,15,Meal Plan 1,0,Room_Type 1,Online,0,0,0,105.3,1,0,2,2018-7-15,1
2000,245,2018,12,27,Meal Plan 1,0,Room_Type 1,Online,0,0,0,58.36,1,0,2,2018-12-27,7
2001,42,2017,11,2,Meal Plan 1,0,Room_Type 4,Offline,0,0,0,60.0,0,1,2,2017-11-2,5
2002,187,2018,9,12,Meal Plan 1,0,Room_Type 2,Offline,0,0,0,80.75,0,1,2,2018-9-12,5
2003,124,2018,5,6,Meal Plan 1,0,Room_Type 4,Online,0,0,0,114.3,1,1,2,2018-5-6,2
2004,14,2018,6,22,Not Selected,0,Room_Type 1,Online,0,0,0,109.0,1,1,2,2018-6-22,2
2005,6,2018,12,10,Not Selected,0,Room_Type 1,Online,0,0,0,95.0,2,1,2,2018-12-10,1
2006,39,2017,8,14,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,101.5,0,1,2,2017-8-14,2
2007,1,2018,2,28,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,60.0,0,0,1,2018-2-28,3
2008,75,2018,4,5,Meal Plan 1,0,Room_Type 1,Online,0,0,0,88.83,0,1,2,2018-4-5,4
2009,31,2018,5,20,Meal Plan 1,0,Room_Type 4,Online,0,0,0,140.4,1,1,2,2018-5-20,1
2010,16,2018,5,31,Meal Plan 1,1,Room_Type 4,Online,0,0,0,134.7,0,1,2,2018-5-31,4
2011,39,2018,9,25,Meal Plan 1,0,Room_Type 1,Online,0,0,0,129.7,0,1,1,2018-9-25,1
2012,22,2018,11,17,Meal Plan 1,0,Room_Type 4,Online,0,0,0,96.9,2,1,2,2018-11-17,4
2013,151,2018,8,5,Not Selected,0,Room_Type 1,Online,0,0,0,100.5,1,0,2,2018-8-5,3
2014,93,2018,6,20,Meal Plan 1,0,Room_Type 1,Online,0,0,0,121.5,1,0,2,2018-6-20,2
2015,377,2018,10,14,Meal Plan 2,0,Room_Type 1,Online,0,0,0,115.0,1,0,2,2018-10-14,2
2016,27,2018,8,8,Meal Plan 1,1,Room_Type 1,Online,0,0,0,195.5,2,1,3,2018-8-8,2
2017,163,2018,6,5,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,100.0,0,0,1,2018-6-5,4
2018,15,2018,1,26,Meal Plan 1,0,Room_Type 1,Corporate,0,0,0,80.0,0,1,1,2018-1-26,1
2019,105,2018,9,4,Not Selected,0,Room_Type 1,Online,0,0,0,118.8,2,1,2,2018-9-4,4
2020,205,2018,5,29,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,90.0,0,0,2,2018-5-29,3
2021,3,2018,3,3,Meal Plan 1,0,Room_Type 1,Online,0,0,0,102.0,2,1,1,2018-3-3,5
2022,13,2018,6,3,Meal Plan 1,0,Room_Type 4,Online,0,0,0,149.33,1,1,2,2018-6-3,3
2023,4,2018,12,7,Not Selected,0,Room_Type 1,Online,0,0,0,88.0,0,1,2,2018-12-7,1
2024,3,2018,4,16,Meal Plan 1,0,Room_Type 1,Online,0,0,0,125.0,0,1,1,2018-4-16,1
2025,22,2017,9,18,Meal Plan 1,0,Room_Type 1,Online,0,0,0,124.0,1,0,2,2017-9-18,2
2026,86,2017,9,24,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,105.0,0,1,2,2017-9-24,2
2027,35,2018,3,2,Meal Plan 1,0,Room_Type 1,Online,0,0,0,100.1,1,0,3,2018-3-2,2
2028,189,2018,8,8,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,72.25,0,0,2,2018-8-8,4
2029,20,2018,8,3,Meal Plan 1,0,Room_Type 6,Online,0,0,0,240.0,0,0,4,2018-8-3,2
2030,133,2018,7,12,Meal Plan 1,0,Room_Type 1,Online,0,0,0,121.5,2,1,3,2018-7-12,3
2031,359,2018,10,14,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,78.0,1,1,2,2018-10-14,5
2032,2,2018,6,4,Not Selected,0,Room_Type 1,Online,0,0,0,119.0,1,1,2,2018-6-4,2
2033,79,2018,1,10,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,70.0,0,1,2,2018-1-10,4
2034,154,2018,2,12,Meal Plan 1,0,Room_Type 4,Offline,0,0,0,62.0,1,1,2,2018-2-12,3
2035,147,2018,8,14,Meal Plan 1,1,Room_Type 1,Online,0,0,0,123.3,1,1,2,2018-8-14,3
2036,33,2018,2,29,Meal Plan 1,0,Room_Type 4,Online,0,0,0,106.4,0,1,2,2018-2-29,2
2037,5,2017,10,21,Meal Plan 1,0,Room_Type 1,Online,0,0,0,0.0,0,1,1,2017-10-21,1
2038,42,2018,4,23,Meal Plan 1,0,Room_Type 4,Online,0,0,0,118.8,0,1,2,2018-4-23,3
2039,98,2018,10,30,Meal Plan 1,0,Room_Type 1,Online,0,0,0,90.45,1,1,2,2018-10-30,4
2040,14,2017,9,17,Meal Plan 2,0,Room_Type 1,Online,0,0,0,0.0,0,1,1,2017-9-17,2
2041,122,2018,5,2,Meal Plan 1,0,Room_Type 1,Online,0,0,0,99.45,0,1,2,2018-5-2,4
2042,83,2017,9,30,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,112.2,0,1,2,2017-9-30,1
2043,42,2018,8,30,Meal Plan 1,0,Room_Type 4,Online,0,0,0,142.2,2,1,3,2018-8-30,4
2044,45,2018,11,24,Meal Plan 1,0,Room_Type 4,Online,0,0,0,96.9,2,1,2,2018-11-24,5
2045,99,2018,12,31,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,141.67,3,1,2,2018-12-31,3
2046,15,2018,3,4,Meal Plan 1,0,Room_Type 1,Online,0,0,0,114.0,1,0,3,2018-3-4,2
2047,22,2017,12,26,Meal Plan 1,0,Room_Type 1,Online,0,0,0,59.09,0,1,2,2017-12-26,3
2048,190,2018,8,19,Not Selected,0,Room_Type 1,Online,0,0,0,89.25,0,0,2,2018-8-19,7
2049,4,2018,3,5,Meal Plan 1,0,Room_Type 4,Online,0,0,0,118.0,0,0,2,2018-3-5,3
2050,85,2018,6,30,Not Selected,0,Room_Type 1,Online,0,0,0,103.5,0,0,2,2018-6-30,3
2051,69,2018,4,17,Meal Plan 1,0,Room_Type 4,Online,0,0,0,110.08,2,1,2,2018-4-17,4
2052,163,2018,9,8,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,110.0,0,0,2,2018-9-8,3
2053,1,2018,6,17,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,75.0,1,1,2,2018-6-17,3
2054,6,2018,6,8,Meal Plan 1,0,Room_Type 1,Corporate,1,1,6,65.0,1,1,1,2018-6-8,1
2055,250,2018,9,26,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,95.0,0,0,2,2018-9-26,4
2056,58,2018,1,27,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,81.0,0,1,1,2018-1-27,2
2057,89,2018,4,8,Meal Plan 1,0,Room_Type 4,Online,0,0,0,71.67,1,1,2,2018-4-8,4
2058,7,2018,2,26,Meal Plan 1,0,Room_Type 1,Online,0,0,0,93.0,1,1,2,2018-2-26,2
2059,163,2018,10,15,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,115.0,0,0,1,2018-10-15,1
2060,72,2018,12,26,Meal Plan 1,0,Room_Type 6,Online,0,0,0,156.61,0,0,4,2018-12-26,4
2061,5,2018,6,14,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,84.0,0,1,1,2018-6-14,1
2062,60,2018,10,11,Meal Plan 1,1,Room_Type 1,Online,0,0,0,127.8,1,1,2,2018-10-11,1
2063,133,2018,7,6,Meal Plan 1,0,Room_Type 4,Online,0,0,0,120.7,2,1,2,2018-7-6,4
2064,45,2018,4,26,Meal Plan 1,0,Room_Type 1,Online,0,0,0,104.98,0,0,2,2018-4-26,4
2065,39,2017,8,14,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,101.5,0,1,2,2017-8-14,2
2066,0,2017,11,26,Meal Plan 1,0,Room_Type 1,Complementary,1,0,10,0.0,1,1,1,2017-11-26,1
2067,189,2017,8,11,Meal Plan 1,0,Room_Type 1,Online,0,0,0,76.5,3,1,2,2017-8-11,4
2068,91,2018,5,10,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,75.0,0,0,2,2018-5-10,2
2069,14,2018,9,14,Meal Plan 1,0,Room_Type 1,Corporate,1,0,4,89.0,1,1,1,2018-9-14,1
2070,165,2018,11,5,Not Selected,0,Room_Type 1,Online,0,0,0,80.1,2,1,2,2018-11-5,2
2071,56,2017,9,17,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,82.0,0,1,2,2017-9-17,2
2072,2,2017,11,27,Meal Plan 1,0,Room_Type 4,Online,0,0,0,59.75,1,1,2,2017-11-27,3
2073,6,2018,2,11,Meal Plan 1,0,Room_Type 1,Online,0,0,0,85.0,1,1,1,2018-2-11,1
2074,133,2018,4,29,Meal Plan 1,0,Room_Type 1,Online,0,0,0,99.3,1,1,2,2018-4-29,3
2075,151,2018,1,19,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,86.5,0,1,2,2018-1-19,2
2076,89,2018,4,12,Meal Plan 1,0,Room_Type 1,Online,0,0,0,96.3,1,1,2,2018-4-12,3
2077,51,2018,10,27,Not Selected,0,Room_Type 1,Online,0,0,0,64.45,1,1,1,2018-10-27,1
2078,60,2018,4,2,Meal Plan 1,0,Room_Type 4,Online,0,0,0,107.78,1,1,2,2018-4-2,5
2079,21,2017,9,7,Meal Plan 1,0,Room_Type 1,Online,0,0,0,139.2,2,1,2,2017-9-7,5
2080,22,2018,9,11,Not Selected,0,Room_Type 1,Online,0,0,0,89.0,1,1,2,2018-9-11,1
2081,4,2018,9,25,Meal Plan 1,0,Room_Type 1,Online,0,0,0,180.0,1,1,2,2018-9-25,3
2082,145,2018,7,7,Meal Plan 1,0,Room_Type 1,Online,0,0,0,114.3,1,0,2,2018-7-7,3
2083,129,2018,8,11,Meal Plan 1,0,Room_Type 4,Online,0,0,0,127.8,1,1,2,2018-8-11,5
2084,92,2018,7,28,Meal Plan 1,0,Room_Type 4,Online,0,0,0,121.8,0,0,2,2018-7-28,3
2085,148,2017,12,30,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,67.0,0,1,2,2017-12-30,5
2086,49,2018,3,4,Meal Plan 1,0,Room_Type 1,Online,0,0,0,78.3,0,0,2,2018-3-4,3
2087,338,2018,12,15,Meal Plan 1,0,Room_Type 4,Online,0,0,0,87.3,0,0,2,2018-12-15,3
2088,34,2018,1,22,Meal Plan 1,0,Room_Type 1,Online,0,0,0,99.3,1,1,1,2018-1-22,3
2089,320,2018,8,18,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,115.0,1,0,2,2018-8-18,2
2090,197,2018,8,18,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,112.0,1,0,2,2018-8-18,3
2091,209,2018,11,6,Meal Plan 1,0,Room_Type 1,Online,0,0,0,152.1,1,0,1,2018-11-6,4
2092,176,2018,7,28,Meal Plan 1,1,Room_Type 1,Online,0,0,0,108.45,1,0,2,2018-7-28,6
2093,56,2018,11,11,Meal Plan 1,0,Room_Type 1,Online,0,0,0,100.67,1,0,1,2018-11-11,3
2094,27,2018,9,19,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,136.0,0,0,3,2018-9-19,1
2095,1,2018,8,4,Meal Plan 1,0,Room_Type 1,Online,0,0,0,151.0,1,1,2,2018-8-4,1
2096,257,2018,7,31,Meal Plan 1,0,Room_Type 1,Online,0,0,0,90.95,0,0,2,2018-7-31,4
2097,7,2018,2,15,Meal Plan 1,0,Room_Type 1,Online,0,0,0,85.0,0,1,1,2018-2-15,2
2098,39,2018,9,27,Meal Plan 1,0,Room_Type 4,Online,0,0,0,128.99,1,0,2,2018-9-27,4
2099,9,2018,8,14,Meal Plan 1,0,Room_Type 1,Online,0,0,0,116.27,1,1,2,2018-8-14,3
2100,175,2018,8,16,Meal Plan 1,0,Room_Type 1,Online,0,0,0,100.66,1,0,2,2018-8-16,7
2101,0,2018,2,27,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,60.0,0,1,1,2018-2-27,1
2102,210,2017,10,8,Meal Plan 2,0,Room_Type 1,Online,0,0,0,86.0,0,0,2,2017-10-8,4
2103,74,2018,5,17,Meal Plan 1,0,Room_Type 1,Online,0,0,0,126.9,0,0,2,2018-5-17,3
2104,3,2017,11,6,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,80.0,0,1,2,2017-11-6,3
2105,51,2018,2,25,Meal Plan 1,0,Room_Type 1,Online,0,0,0,66.3,1,0,1,2018-2-25,10
2106,84,2018,3,24,Meal Plan 1,0,Room_Type 4,Online,0,0,0,99.45,0,1,2,2018-3-24,4
2107,105,2018,4,6,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,75.0,0,0,2,2018-4-6,1
2108,29,2018,3,23,Not Selected,0,Room_Type 1,Offline,0,0,0,64.8,0,1,2,2018-3-23,3
2109,7,2017,10,9,Meal Plan 1,0,Room_Type 4,Online,0,0,0,161.33,2,1,2,2017-10-9,3
2110,130,2018,6,6,Not Selected,0,Room_Type 1,Online,0,0,0,116.1,1,1,2,2018-6-6,3
2111,33,2018,4,18,Not Selected,0,Room_Type 1,Online,0,0,0,90.54,0,0,2,2018-4-18,5
2112,145,2017,8,29,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,94.5,0,0,2,2017-8-29,3
2113,135,2017,9,14,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,90.0,0,1,2,2017-9-14,3
2114,6,2018,11,27,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,68.0,0,1,2,2018-11-27,6
2115,4,2017,10,19,Meal Plan 1,0,Room_Type 1,Online,0,0,0,12.0,0,1,2,2017-10-19,1
2116,205,2018,5,29,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,90.0,0,0,2,2018-5-29,3
2117,118,2017,12,28,Meal Plan 1,0,Room_Type 1,Online,0,0,0,110.8,2,1,2,2017-12-28,5
2118,107,2018,5,5,Meal Plan 1,0,Room_Type 1,Online,0,0,0,81.76,1,1,2,2018-5-5,4
2119,160,2018,8,4,Not Selected,0,Room_Type 1,Online,0,0,0,94.5,0,0,2,2018-8-4,2
2120,50,2018,4,12,Meal Plan 2,0,Room_Type 1,Online,0,0,0,164.25,2,1,3,2018-4-12,3
2121,70,2018,9,15,Meal Plan 1,0,Room_Type 4,Online,0,0,0,149.4,0,0,2,2018-9-15,2
2122,68,2018,10,10,Meal Plan 1,0,Room_Type 1,Online,0,0,0,136.3,1,1,3,2018-10-10,3
2123,34,2018,1,6,Meal Plan 1,0,Room_Type 2,Online,0,0,0,71.55,1,1,2,2018-1-6,2
2124,23,2017,10,18,Meal Plan 1,0,Room_Type 4,Offline,0,0,0,75.0,0,1,2,2017-10-18,5
2125,52,2018,5,13,Not Selected,0,Room_Type 1,Online,0,0,0,116.1,2,1,2,2018-5-13,3
2126,41,2018,11,11,Meal Plan 1,0,Room_Type 1,Online,0,0,0,121.33,1,0,2,2018-11-11,3
2127,83,2018,10,6,Meal Plan 1,0,Room_Type 4,Online,0,0,0,132.3,0,0,1,2018-10-6,4
2128,3,2017,10,1,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,54.75,1,1,2,2017-10-1,4
2129,169,2018,7,13,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,72.25,0,1,2,2018-7-13,6
2130,204,2017,10,9,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,61.38,0,1,1,2017-10-9,4
2131,185,2018,5,6,Meal Plan 1,0,Room_Type 1,Online,0,0,0,116.77,3,1,3,2018-5-6,2
2132,74,2017,9,18,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,101.5,0,1,2,2017-9-18,2
2133,4,2017,12,31,Not Selected,0,Room_Type 1,Online,0,0,0,90.78,2,1,2,2017-12-31,9
2134,71,2018,5,7,Meal Plan 1,0,Room_Type 4,Online,0,0,0,132.6,0,1,1,2018-5-7,6
2135,27,2018,3,28,Meal Plan 1,0,Room_Type 1,Online,0,0,0,145.28,2,1,3,2018-3-28,4
2136,8,2018,8,11,Not Selected,0,Room_Type 1,Online,0,0,0,139.0,2,1,2,2018-8-11,2
2137,73,2018,12,3,Not Selected,0,Room_Type 1,Online,0,0,0,60.98,1,1,2,2018-12-3,1
2138,94,2018,4,15,Meal Plan 1,0,Room_Type 4,Online,0,0,0,81.08,1,1,2,2018-4-15,3
2139,1,2018,5,8,Not Selected,0,Room_Type 1,Online,0,0,0,56.47,0,1,2,2018-5-8,1
2140,0,2017,9,9,Meal Plan 1,0,Room_Type 1,Online,0,0,0,142.0,0,1,1,2017-9-9,1
2141,192,2018,6,24,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,95.0,0,1,1,2018-6-24,2
2142,6,2018,2,16,Meal Plan 1,0,Room_Type 1,Online,0,0,0,85.0,0,1,1,2018-2-16,1
2143,141,2018,8,30,Meal Plan 1,0,Room_Type 1,Online,0,0,0,106.5,1,1,2,2018-8-30,3
2144,81,2018,11,13,Meal Plan 1,0,Room_Type 1,Online,0,0,0,93.6,0,0,2,2018-11-13,2
2145,1,2017,10,14,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,100.8,0,1,2,2017-10-14,2
2146,107,2018,9,5,Not Selected,0,Room_Type 1,Online,0,0,0,118.8,1,0,2,2018-9-5,4
2147,61,2017,10,4,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,91.0,0,1,2,2017-10-4,2
2148,34,2017,9,23,Meal Plan 2,0,Room_Type 1,Online,0,0,0,224.67,0,0,2,2017-9-23,3
2149,21,2018,2,17,Meal Plan 1,0,Room_Type 1,Online,0,0,0,85.0,1,1,1,2018-2-17,1
2150,6,2018,3,23,Not Selected,1,Room_Type 1,Online,0,0,0,130.0,1,1,2,2018-3-23,3
2151,104,2018,5,16,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,75.0,0,1,2,2018-5-16,3
2152,31,2018,6,12,Meal Plan 1,0,Room_Type 1,Online,0,0,0,126.9,2,1,3,2018-6-12,5
2153,19,2018,9,22,Meal Plan 1,0,Room_Type 1,Online,0,0,0,169.0,2,1,2,2018-9-22,2
2154,97,2018,11,20,Meal Plan 1,0,Room_Type 1,Online,0,0,0,94.5,1,1,2,2018-11-20,2
2155,158,2018,8,29,Meal Plan 1,0,Room_Type 1,Online,0,0,0,96.3,0,0,2,2018-8-29,3
2156,76,2018,10,10,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,120.0,0,0,1,2018-10-10,1
2157,178,2018,7,20,Meal Plan 1,0,Room_Type 7,Online,0,0,0,221.0,2,0,5,2018-7-20,2
2158,4,2018,2,27,Meal Plan 1,0,Room_Type 1,Complementary,0,0,0,0.0,1,1,1,2018-2-27,0
2159,13,2017,9,22,Meal Plan 1,0,Room_Type 1,Online,0,0,0,124.0,2,1,2,2017-9-22,3
2160,61,2018,5,13,Meal Plan 1,0,Room_Type 1,Online,0,0,0,121.5,0,1,1,2018-5-13,3
2161,5,2018,5,29,Meal Plan 1,0,Room_Type 4,Online,0,0,0,117.73,0,0,2,2018-5-29,4
2162,37,2018,10,13,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,95.0,0,1,1,2018-10-13,3
2163,21,2018,9,15,Not Selected,0,Room_Type 1,Online,0,0,0,139.0,2,1,1,2018-9-15,2
2164,20,2018,6,18,Meal Plan 1,0,Room_Type 1,Online,0,0,0,141.0,1,1,2,2018-6-18,3
2165,10,2017,9,21,Not Selected,0,Room_Type 1,Online,0,0,0,117.04,1,0,2,2017-9-21,3
2166,130,2018,9,29,Meal Plan 1,0,Room_Type 4,Online,0,0,0,139.5,2,0,2,2018-9-29,3
2167,97,2018,4,16,Meal Plan 1,0,Room_Type 4,Online,0,0,0,102.3,0,1,2,2018-4-16,3
2168,97,2018,5,19,Meal Plan 1,0,Room_Type 4,Online,0,0,0,140.4,0,1,2,2018-5-19,3
2169,125,2018,8,8,Meal Plan 1,0,Room_Type 1,Online,0,0,0,114.3,0,0,2,2018-8-8,5
2170,3,2017,9,3,Meal Plan 1,0,Room_Type 1,Online,0,0,0,114.5,0,1,2,2017-9-3,2
2171,177,2018,6,3,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,100.0,0,0,2,2018-6-3,2
2172,183,2018,9,21,Meal Plan 1,0,Room_Type 4,Online,0,0,0,102.1,1,0,2,2018-9-21,4
2173,78,2018,9,10,Not Selected,0,Room_Type 1,Online,0,0,0,125.1,0,0,2,2018-9-10,2
2174,193,2018,6,20,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,120.0,0,0,2,2018-6-20,3
2175,6,2018,9,16,Not Selected,0,Room_Type 1,Online,0,0,0,149.0,1,1,2,2018-9-16,1
2176,0,2018,8,19,Not Selected,0,Room_Type 1,Online,0,0,0,78.42,0,1,2,2018-8-19,4
2177,3,2018,8,25,Meal Plan 1,0,Room_Type 4,Online,0,0,0,110.8,1,1,2,2018-8-25,4
2178,2,2018,2,21,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,82.0,0,1,2,2018-2-21,3
2179,1,2018,1,29,Not Selected,0,Room_Type 1,Online,0,0,0,79.0,1,1,2,2018-1-29,1
2180,106,2018,5,3,Meal Plan 1,0,Room_Type 1,Online,0,0,0,108.3,0,0,2,2018-5-3,3
2181,7,2018,4,7,Meal Plan 1,0,Room_Type 1,Corporate,0,0,0,91.0,0,1,1,2018-4-7,1
2182,19,2018,7,27,Not Selected,0,Room_Type 1,Online,0,0,0,139.0,0,1,2,2018-7-27,2
2183,255,2018,12,30,Meal Plan 1,0,Room_Type 4,Online,0,0,0,123.75,0,1,3,2018-12-30,4
2184,35,2017,12,28,Not Selected,0,Room_Type 6,Online,0,0,0,150.3,1,1,4,2017-12-28,1
2185,71,2018,9,6,Meal Plan 1,0,Room_Type 1,Online,0,0,0,135.9,0,0,2,2018-9-6,3
2186,1,2018,11,11,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,65.0,0,1,1,2018-11-11,7
2187,158,2018,4,12,Meal Plan 1,0,Room_Type 1,Online,0,0,0,107.0,0,0,2,2018-4-12,3
2188,163,2018,7,22,Not Selected,0,Room_Type 1,Online,0,0,0,94.5,0,0,2,2018-7-22,2
2189,8,2018,5,25,Meal Plan 1,0,Room_Type 1,Online,0,0,0,89.25,1,1,1,2018-5-25,1
2190,3,2018,12,21,Meal Plan 1,0,Room_Type 1,Online,0,0,0,82.88,0,1,2,2018-12-21,5
2191,38,2018,9,24,Meal Plan 1,0,Room_Type 4,Online,0,0,0,146.96,0,0,2,2018-9-24,7
2192,90,2018,4,23,Meal Plan 2,1,Room_Type 4,Online,0,0,0,129.02,1,1,2,2018-4-23,5
2193,102,2017,10,16,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,101.5,0,0,2,2017-10-16,2
2194,0,2018,9,19,Meal Plan 1,0,Room_Type 1,Corporate,0,0,0,185.0,0,1,1,2018-9-19,3
2195,19,2018,9,25,Not Selected,0,Room_Type 1,Online,0,0,0,129.0,2,1,2,2018-9-25,1
2196,103,2017,7,18,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,72.5,0,1,1,2017-7-18,3
2197,103,2018,10,21,Meal Plan 1,0,Room_Type 4,Online,0,0,0,126.72,0,0,2,2018-10-21,5
2198,1,2018,12,15,Meal Plan 1,1,Room_Type 1,Online,0,0,0,97.0,3,1,1,2018-12-15,1
2199,30,2018,1,28,Not Selected,0,Room_Type 1,Online,0,0,0,67.5,1,1,2,2018-1-28,3
2200,0,2018,10,21,Meal Plan 1,0,Room_Type 1,Online,0,0,0,106.25,2,1,3,2018-10-21,4
2201,3,2018,11,13,Meal Plan 1,0,Room_Type 1,Corporate,1,5,51,65.0,1,1,1,2018-11-13,3
2202,1,2017,8,14,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,101.5,0,1,2,2017-8-14,2
2203,122,2018,8,6,Meal Plan 1,0,Room_Type 1,Online,0,0,0,114.3,1,0,2,2018-8-6,4
2204,29,2018,4,18,Meal Plan 1,0,Room_Type 1,Online,0,0,0,101.0,1,1,2,2018-4-18,1
2205,64,2017,11,20,Meal Plan 1,0,Room_Type 1,Online,0,0,0,79.2,2,1,2,2017-11-20,2
2206,17,2018,9,27,Not Selected,0,Room_Type 1,Offline,0,0,0,85.0,0,1,2,2018-9-27,2
2207,71,2018,6,14,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,120.0,0,1,1,2018-6-14,3
2208,109,2018,6,4,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,89.75,0,1,2,2018-6-4,3
2209,13,2018,12,20,Not Selected,0,Room_Type 1,Online,0,0,0,78.0,0,1,1,2018-12-20,3
2210,166,2018,11,1,Meal Plan 1,0,Room_Type 1,Offline,0,0,0,110.0,0,0,1,2018-11-1,3
2211,54,2017,12,27,Not Selected,1,Room_Type 1,Online,0,0,0,85.5,1,1,2,2017-12-27,2
2212,21,2018,8,19,Meal Plan 2,0,Room_Type 1,Online,0,0,0,194.8,0,1,3,2018-8-19,5
2213,5,2018,8,24,Meal Plan 1,0,Room_Type 1,Complementary,1,0,9,0.0,2,1,1,2018-8-24,1
2214,239,2018,10,28,Meal Plan 1,0,Room_Type 1,Online,0,0,0,96.3,1,0,2,2018-10-28,2
2215,15,2018,2,19,Meal Plan 1,0,Room_Type 1,Corporate,0,0,0,81.0,0,1,1,2018-2-19,1
2216,53,2018,5,6,Meal Plan 1,0,Room_Type 4,Online,0,0,0,159.3,3,1,3,2018-5-6,2
2217,181,2018,8,4,Meal Plan 1,0,Room_Type 4,Online,0,0,0,112.2,1,0,2,2018-8-4,7
2218,190,2018,9,26,Meal Plan 1,0,Room_Type 1,Online,0,0,0,119.85,0,0,2,2018-9-26,4
2219,1,2018,5,5,Meal Plan 1,0,Room_Type 4,Complementary,1,0,2,0.0,0,1,2,2018-5-5,1
2220,55,2018,4,6,Meal Plan 2,0,Room_Type 1,Offline,0,0,0,104.0,0,1,2,2018-4-6,1
2221,193,2018,7,9,Meal Plan 1,0,Room_Type 1,Online,0,0,0,90.95,1,1,2,2018-7-9,7
2222,70,2018,7,31,Meal Plan 1,0,Room_Type 4,Online,0,0,0,146.7,0,0,3,2018-7-31,1
2223,7,2018,3,26,Meal Plan 1,0,Room_Type 4,Online,0,0,0,182.0,2,1,3,2018-3-26,2
